"player_name","player_dob","player_url","player_position","tm_surname","tm_yob"
"Léo Baptistão",1992-08-26,"https://www.transfermarkt.com/leo-baptistao/profil/spieler/221899","Second Striker","Baptistão",1992
"Leo Greiml",2001-07-03,"https://www.transfermarkt.com/leo-greiml/profil/spieler/434110","Centre-Back","Greiml",2001
"Léo Leroy",2000-02-14,"https://www.transfermarkt.com/leo-leroy/profil/spieler/650350","Central Midfield","Leroy",2000
"Leo Östigard",1999-11-28,"https://www.transfermarkt.com/leo-ostigard/profil/spieler/367284","Centre-Back","Östigard",1999
"Leo Román",2000-07-06,"https://www.transfermarkt.com/leo-roman/profil/spieler/562742","Goalkeeper","Román",2000
"Leon Bailey",1997-08-09,"https://www.transfermarkt.com/leon-bailey/profil/spieler/387626","Left Winger","Bailey",1997
"Leon Goretzka",1995-02-06,"https://www.transfermarkt.com/leon-goretzka/profil/spieler/153084","Central Midfield","Goretzka",1995
"Leonardo Balerdi",1999-01-26,"https://www.transfermarkt.com/leonardo-balerdi/profil/spieler/575998","Centre-Back","Balerdi",1999
"Leonardo Bittencourt",1993-12-19,"https://www.transfermarkt.com/leonardo-bittencourt/profil/spieler/93844","Attacking Midfield","Bittencourt",1993
"Leonardo Bonucci",1987-05-01,"https://www.transfermarkt.com/leonardo-bonucci/profil/spieler/39983","Centre-Back","Bonucci",1987
"Leonardo Buta",2002-06-05,"https://www.transfermarkt.com/leonardo-buta/profil/spieler/653415","Left-Back","Buta",2002
"Leonardo Sernicola",1997-07-30,"https://www.transfermarkt.com/leonardo-sernicola/profil/spieler/340707","Right-Back","Sernicola",1997
"Leonardo Spinazzola",1993-03-25,"https://www.transfermarkt.com/leonardo-spinazzola/profil/spieler/118689","Left-Back","Spinazzola",1993
"Leroy Sané",1996-01-11,"https://www.transfermarkt.com/leroy-sane/profil/spieler/192565","Right Winger","Sané",1996
"Lesley Ugochukwu",2004-03-26,"https://www.transfermarkt.com/lesley-ugochukwu/profil/spieler/711999","Defensive Midfield","Ugochukwu",2004
"Levi Colwill",2003-02-26,"https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","Centre-Back","Colwill",2003
"Levi Lumeka",1998-09-05,"https://www.transfermarkt.com/levi-lumeka/profil/spieler/537182","Left Winger","Lumeka",1998
"Levin Öztunali",1996-03-15,"https://www.transfermarkt.com/levin-oztunali/profil/spieler/168543","Central Midfield","Öztunali",1996
"Lewis Cook",1997-02-03,"https://www.transfermarkt.com/lewis-cook/profil/spieler/249089","Central Midfield","Cook",1997
"Lewis Dunk",1991-11-21,"https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153","Centre-Back","Dunk",1991
"Lewis Ferguson",1999-08-24,"https://www.transfermarkt.com/lewis-ferguson/profil/spieler/428563","Central Midfield","Ferguson",1999
"Lewis Hall",2004-09-08,"https://www.transfermarkt.com/lewis-hall/profil/spieler/670858","Left-Back","Hall",2004
"Liam Cooper",1991-08-30,"https://www.transfermarkt.com/liam-cooper/profil/spieler/75067","Centre-Back","Cooper",1991
"Liam Henderson",1996-04-25,"https://www.transfermarkt.com/liam-henderson/profil/spieler/193867","Central Midfield","Henderson",1996
"Liberato Cacace",2000-09-27,"https://www.transfermarkt.com/liberato-cacace/profil/spieler/469211","Left-Back","Cacace",2000
"Lilian Brassier",1999-11-02,"https://www.transfermarkt.com/lilian-brassier/profil/spieler/485960","Centre-Back","Brassier",1999
"Lilian Egloff",2002-08-20,"https://www.transfermarkt.com/lilian-egloff/profil/spieler/472243","Attacking Midfield","Egloff",2002
"Linton Maina",1999-06-23,"https://www.transfermarkt.com/linton-maina/profil/spieler/335103","Right Winger","Maina",1999
"Lionel Messi",1987-06-24,"https://www.transfermarkt.com/lionel-messi/profil/spieler/28003","Right Winger","Messi",1987
"Lisandro Magallán",1993-09-27,"https://www.transfermarkt.com/lisandro-magallan/profil/spieler/66736","Centre-Back","Magallán",1993
"Lisandro Martínez",1998-01-18,"https://www.transfermarkt.com/lisandro-martinez/profil/spieler/480762","Centre-Back","Martínez",1998
"Lloyd Kelly",1998-10-06,"https://www.transfermarkt.com/lloyd-kelly/profil/spieler/480116","Centre-Back","Kelly",1998
"Logan Costa",2001-04-01,"https://www.transfermarkt.com/logan-costa/profil/spieler/484988","Centre-Back","Costa",2001
"Lohann Doucet",2002-09-14,"https://www.transfermarkt.com/lohann-doucet/profil/spieler/830265","Defensive Midfield","Doucet",2002
"Loïc Badé",2000-04-11,"https://www.transfermarkt.com/loic-bade/profil/spieler/730581","Centre-Back","Badé",2000
"Loïc Rémy",1987-01-02,"https://www.transfermarkt.com/loic-remy/profil/spieler/45121","Centre-Forward","Rémy",1987
"Loïs Diony",1992-12-20,"https://www.transfermarkt.com/lois-diony/profil/spieler/126552","Centre-Forward","Diony",1992
"Loïs Openda",2000-02-16,"https://www.transfermarkt.com/lois-openda/profil/spieler/368887","Centre-Forward","Openda",2000
"Lorenz Assignon",2000-06-22,"https://www.transfermarkt.com/lorenz-assignon/profil/spieler/711969","Right-Back","Assignon",2000
"Lorenzo Colombo",2002-03-08,"https://www.transfermarkt.com/lorenzo-colombo/profil/spieler/487843","Centre-Forward","Colombo",2002
"Lorenzo De Silvestri",1988-05-23,"https://www.transfermarkt.com/lorenzo-de-silvestri/profil/spieler/33571","Right-Back","Silvestri",1988
"Lorenzo Malagrida",2003-10-24,"https://www.transfermarkt.com/lorenzo-malagrida/profil/spieler/698110","Left Midfield","Malagrida",2003
"Lorenzo Montipò",1996-02-20,"https://www.transfermarkt.com/lorenzo-montipo/profil/spieler/241923","Goalkeeper","Montipò",1996
"Lorenzo Pellegrini",1996-06-19,"https://www.transfermarkt.com/lorenzo-pellegrini/profil/spieler/286297","Attacking Midfield","Pellegrini",1996
"Lorenzo Pirola",2002-02-20,"https://www.transfermarkt.com/lorenzo-pirola/profil/spieler/487834","Centre-Back","Pirola",2002
"Lorenzo Tonelli",1990-01-17,"https://www.transfermarkt.com/lorenzo-tonelli/profil/spieler/111347","Centre-Back","Tonelli",1990
"Lorenzo Venuti",1995-04-12,"https://www.transfermarkt.com/lorenzo-venuti/profil/spieler/240219","Right-Back","Venuti",1995
"Loris Karius",1993-06-22,"https://www.transfermarkt.com/loris-karius/profil/spieler/85864","Goalkeeper","Karius",1993
"Louie Moulden",2002-01-06,"https://www.transfermarkt.com/louie-moulden/profil/spieler/444641","Goalkeeper","Moulden",2002
"Louis Lord",2003-10-22,"https://www.transfermarkt.com/louis-lord/profil/spieler/572891","Goalkeeper","Lord",2003
"Lovro Majer",1998-01-17,"https://www.transfermarkt.com/lovro-majer/profil/spieler/387106","Attacking Midfield","Majer",1998
"Lovro Stubljar",2004-08-09,"https://www.transfermarkt.com/lovro-stubljar/profil/spieler/728516","Goalkeeper","Stubljar",2004
"Luca Caldirola",1991-02-01,"https://www.transfermarkt.com/luca-caldirola/profil/spieler/88680","Centre-Back","Caldirola",1991
"Luca D'Andrea",2004-09-06,"https://www.transfermarkt.com/luca-dandrea/profil/spieler/725242","Right Winger","D'Andrea",2004
"Luca de la Torre",1998-05-23,"https://www.transfermarkt.com/luca-de-la-torre/profil/spieler/315762","Central Midfield","Torre",1998
"Luca Gemello",2000-07-03,"https://www.transfermarkt.com/luca-gemello/profil/spieler/463792","Goalkeeper","Gemello",2000
"Luca Kilian",1999-09-01,"https://www.transfermarkt.com/luca-kilian/profil/spieler/384553","Centre-Back","Kilian",1999
"Luca Marrone",1990-03-28,"https://www.transfermarkt.com/luca-marrone/profil/spieler/124769","Centre-Back","Marrone",1990
"Luca Netz",2003-05-15,"https://www.transfermarkt.com/luca-netz/profil/spieler/524285","Left-Back","Netz",2003
"Luca Pellegrini",1999-03-07,"https://www.transfermarkt.com/luca-pellegrini/profil/spieler/346567","Left-Back","Pellegrini",1999
"Luca Pfeiffer",1996-08-20,"https://www.transfermarkt.com/luca-pfeiffer/profil/spieler/232463","Centre-Forward","Pfeiffer",1996
"Luca Philipp",2000-11-28,"https://www.transfermarkt.com/luca-philipp/profil/spieler/432671","Goalkeeper","Philipp",2000
"Luca Ranieri",1999-04-23,"https://www.transfermarkt.com/luca-ranieri/profil/spieler/346561","Centre-Back","Ranieri",1999
"Luca Unbehaun",2001-02-27,"https://www.transfermarkt.com/luca-unbehaun/profil/spieler/388815","Goalkeeper","Unbehaun",2001
"Luca Waldschmidt",1996-05-19,"https://www.transfermarkt.com/luca-waldschmidt/profil/spieler/196095","Second Striker","Waldschmidt",1996
"Lucas Alario",1992-10-08,"https://www.transfermarkt.com/lucas-alario/profil/spieler/193782","Centre-Forward","Alario",1992
"Lucas Boyé",1996-02-28,"https://www.transfermarkt.com/lucas-boye/profil/spieler/334222","Centre-Forward","Boyé",1996
"Lucas Chevalier",2001-11-06,"https://www.transfermarkt.com/lucas-chevalier/profil/spieler/463600","Goalkeeper","Chevalier",2001
"Lucas Digne",1993-07-20,"https://www.transfermarkt.com/lucas-digne/profil/spieler/126664","Left-Back","Digne",1993
"Lucas Hernández",1996-02-14,"https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963","Centre-Back","Hernández",1996
"Lucas Höler",1994-07-10,"https://www.transfermarkt.com/lucas-holer/profil/spieler/248999","Centre-Forward","Höler",1994
"Lucas Lavallée",2003-02-18,"https://www.transfermarkt.com/lucas-lavallee/profil/spieler/654408","Goalkeeper","Lavallée",2003
"Lucas Margueron",2001-02-12,"https://www.transfermarkt.com/lucas-margueron/profil/spieler/618463","Goalkeeper","Margueron",2001
"Lucas Martínez Quarta",1996-05-10,"https://www.transfermarkt.com/lucas-martinez-quarta/profil/spieler/373373","Centre-Back","Quarta",1996
"Lucas Moura",1992-08-13,"https://www.transfermarkt.com/lucas-moura/profil/spieler/77100","Right Winger","Moura",1992
"Lucas Ocampos",1994-07-11,"https://www.transfermarkt.com/lucas-ocampos/profil/spieler/189441","Left Winger","Ocampos",1994
"Lucas Olaza",1994-07-21,"https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","Left-Back","Olaza",1994
"Lucas Paquetá",1997-08-27,"https://www.transfermarkt.com/lucas-paqueta/profil/spieler/444523","Attacking Midfield","Paquetá",1997
"Lucas Perrin",1998-11-19,"https://www.transfermarkt.com/lucas-perrin/profil/spieler/352392","Centre-Back","Perrin",1998
"Lucas Robertone",1997-03-18,"https://www.transfermarkt.com/lucas-robertone/profil/spieler/457221","Central Midfield","Robertone",1997
"Lucas Rosa",2000-04-03,"https://www.transfermarkt.com/lucas-rosa/profil/spieler/468309","Right-Back","Rosa",2000
"Lucas Torró",1994-07-19,"https://www.transfermarkt.com/lucas-torro/profil/spieler/213670","Defensive Midfield","Torró",1994
"Lucas Tousart",1997-04-29,"https://www.transfermarkt.com/lucas-tousart/profil/spieler/353948","Defensive Midfield","Tousart",1997
"Lucas Vázquez",1991-07-01,"https://www.transfermarkt.com/lucas-vazquez/profil/spieler/221316","Right-Back","Vázquez",1991
"Lucien Agoumé",2002-02-09,"https://www.transfermarkt.com/lucien-agoume/profil/spieler/569384","Defensive Midfield","Agoumé",2002
"Ludovic Ajorque",1994-02-25,"https://www.transfermarkt.com/ludovic-ajorque/profil/spieler/283994","Centre-Forward","Ajorque",1994
"Ludovic Blas",1997-12-31,"https://www.transfermarkt.com/ludovic-blas/profil/spieler/288225","Attacking Midfield","Blas",1997
"Ludwig Augustinsson",1994-04-21,"https://www.transfermarkt.com/ludwig-augustinsson/profil/spieler/170646","Left-Back","Augustinsson",1994
"Luigi Sepe",1991-05-08,"https://www.transfermarkt.com/luigi-sepe/profil/spieler/99254","Goalkeeper","Sepe",1991
"Luis Alberto",1992-09-28,"https://www.transfermarkt.com/luis-alberto/profil/spieler/128220","Central Midfield","Alberto",1992
"Luis Díaz",1997-01-13,"https://www.transfermarkt.com/luis-diaz/profil/spieler/480692","Left Winger","Díaz",1997
"Luis Hernández",1989-04-14,"https://www.transfermarkt.com/luis-hernandez/profil/spieler/62945","Centre-Back","Hernández",1989
"Luis López",2001-05-08,"https://www.transfermarkt.com/luis-lopez/profil/spieler/623525","Goalkeeper","López",2001
"Luís Maximiano",1999-01-05,"https://www.transfermarkt.com/luis-maximiano/profil/spieler/367464","Goalkeeper","Maximiano",1999
"Luis Milla",1994-10-07,"https://www.transfermarkt.com/luis-milla/profil/spieler/281989","Central Midfield","Milla",1994
"Luis Muriel",1991-04-16,"https://www.transfermarkt.com/luis-muriel/profil/spieler/119228","Centre-Forward","Muriel",1991
"Luis Pérez",1995-02-04,"https://www.transfermarkt.com/luis-perez/profil/spieler/358115","Right-Back","Pérez",1995
"Luis Sinisterra",1999-06-17,"https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","Left Winger","Sinisterra",1999
"Luis Suárez",1997-12-02,"https://www.transfermarkt.com/luis-suarez/profil/spieler/424784","Centre-Forward","Suárez",1997
"Luiz Felipe",1997-03-22,"https://www.transfermarkt.com/luiz-felipe/profil/spieler/457931","Centre-Back","Felipe",1997
"Luiz Henrique",2001-01-02,"https://www.transfermarkt.com/luiz-henrique/profil/spieler/800175","Right Winger","Henrique",2001
"Luka Jović",1997-12-23,"https://www.transfermarkt.com/luka-jovi%C4%87/profil/spieler/257462","Centre-Forward","Jović",1997
"Luka Lochoshvili",1998-05-29,"https://www.transfermarkt.com/luka-lochoshvili/profil/spieler/345189","Centre-Back","Lochoshvili",1998
"Luka Milivojevic",1991-04-07,"https://www.transfermarkt.com/luka-milivojevic/profil/spieler/74300","Defensive Midfield","Milivojevic",1991
"Luka Modric",1985-09-09,"https://www.transfermarkt.com/luka-modric/profil/spieler/27992","Central Midfield","Modric",1985
"Luka Romero",2004-11-18,"https://www.transfermarkt.com/luka-romero/profil/spieler/769063","Right Winger","Romero",2004
"Lukas Hradecky",1989-11-24,"https://www.transfermarkt.com/lukas-hradecky/profil/spieler/48015","Goalkeeper","Hradecky",1989
"Lukas Klostermann",1996-06-03,"https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599","Right-Back","Klostermann",1996
"Lukas Kübler",1992-08-30,"https://www.transfermarkt.com/lukas-kubler/profil/spieler/93604","Right-Back","Kübler",1992
"Lukas Nmecha",1998-12-14,"https://www.transfermarkt.com/lukas-nmecha/profil/spieler/314288","Centre-Forward","Nmecha",1998
"Lukas Ullrich",2004-03-16,"https://www.transfermarkt.com/lukas-ullrich/profil/spieler/787151","Left-Back","Ullrich",2004
"Lukas Vorlicky",2002-01-18,"https://www.transfermarkt.com/lukas-vorlicky/profil/spieler/552059","Left Winger","Vorlicky",2002
"Lukasz Fabianski",1985-04-18,"https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692","Goalkeeper","Fabianski",1985
"Lukasz Poreba",2000-03-13,"https://www.transfermarkt.com/lukasz-poreba/profil/spieler/532169","Defensive Midfield","Poreba",2000
"Lukasz Skorupski",1991-05-05,"https://www.transfermarkt.com/lukasz-skorupski/profil/spieler/80894","Goalkeeper","Skorupski",1991
"Luke Ayling",1991-08-25,"https://www.transfermarkt.com/luke-ayling/profil/spieler/67420","Right-Back","Ayling",1991
"Luke Shaw",1995-07-12,"https://www.transfermarkt.com/luke-shaw/profil/spieler/183288","Left-Back","Shaw",1995
"Luke Thomas",2001-06-10,"https://www.transfermarkt.com/luke-thomas/profil/spieler/505194","Left-Back","Thomas",2001
"Lyanco",1997-02-01,"https://www.transfermarkt.com/lyanco/profil/spieler/379807","Centre-Back","Lyanco",1997
"Lyle Taylor",1990-03-29,"https://www.transfermarkt.com/lyle-taylor/profil/spieler/104495","Centre-Forward","Taylor",1990
"Mads Pedersen",1996-09-01,"https://www.transfermarkt.com/mads-pedersen/profil/spieler/288429","Left-Back","Pedersen",1996
"Mads Roerslev",1999-06-24,"https://www.transfermarkt.com/mads-roerslev/profil/spieler/391005","Right-Back","Roerslev",1999
"Mady Camara",1997-02-28,"https://www.transfermarkt.com/mady-camara/profil/spieler/481173","Central Midfield","Camara",1997
"Maghnes Akliouche",2002-02-25,"https://www.transfermarkt.com/maghnes-akliouche/profil/spieler/745200","Attacking Midfield","Akliouche",2002
"Mahdi Camara",1998-06-30,"https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795","Central Midfield","Camara",1998
"Mahmoud Dahoud",1996-01-01,"https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422","Central Midfield","Dahoud",1996
"Makoto Hasebe",1984-01-18,"https://www.transfermarkt.com/makoto-hasebe/profil/spieler/39259","Centre-Back","Hasebe",1984
"Malang Sarr",1999-01-23,"https://www.transfermarkt.com/malang-sarr/profil/spieler/344596","Centre-Back","Sarr",1999
"Malick Thiaw",2001-08-08,"https://www.transfermarkt.com/malick-thiaw/profil/spieler/521964","Centre-Back","Thiaw",2001
"Malo Gusto",2003-05-19,"https://www.transfermarkt.com/malo-gusto/profil/spieler/620322","Right-Back","Gusto",2003
"Mama Baldé",1995-11-06,"https://www.transfermarkt.com/mama-balde/profil/spieler/325223","Centre-Forward","Baldé",1995
"Mamadou Camara",2002-10-15,"https://www.transfermarkt.com/mamadou-camara/profil/spieler/905408","Central Midfield","Camara",2002
"Mamadou Doucouré",1998-05-21,"https://www.transfermarkt.com/mamadou-doucoure/profil/spieler/340480","Centre-Back","Doucouré",1998
"Mamadou Sakho",1990-02-13,"https://www.transfermarkt.com/mamadou-sakho/profil/spieler/47713","Centre-Back","Sakho",1990
"Manolo Gabbiadini",1991-11-26,"https://www.transfermarkt.com/manolo-gabbiadini/profil/spieler/112343","Centre-Forward","Gabbiadini",1991
"Manor Solomon",1999-07-24,"https://www.transfermarkt.com/manor-solomon/profil/spieler/396638","Left Winger","Solomon",1999
"Manu Koné",2001-05-17,"https://www.transfermarkt.com/manu-kone/profil/spieler/624690","Central Midfield","Koné",2001
"Manu Morlanes",1999-01-12,"https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225","Central Midfield","Morlanes",1999
"Manu Sánchez",2000-08-24,"https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809","Left-Back","Sánchez",2000
"Manu Trigueros",1991-10-17,"https://www.transfermarkt.com/manu-trigueros/profil/spieler/188854","Central Midfield","Trigueros",1991
"Manuel Akanji",1995-07-19,"https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","Centre-Back","Akanji",1995
"Manuel De Luca",1998-07-17,"https://www.transfermarkt.com/manuel-de-luca/profil/spieler/375816","Centre-Forward","Luca",1998
"Manuel Gulde",1991-02-12,"https://www.transfermarkt.com/manuel-gulde/profil/spieler/45683","Centre-Back","Gulde",1991
"Manuel Lanzini",1993-02-15,"https://www.transfermarkt.com/manuel-lanzini/profil/spieler/135853","Attacking Midfield","Lanzini",1993
